"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 27 09:24:00 GMT 2025","Wed Aug 27 09:24:04 GMT 2025","3821","chromium","login.spec.ts","","","","Verify valid user login",""
